id;city_code;name;state_id
1;05001;MEDELLÍN;1
2;05002;ABEJORRAL;1
3;05004;ABRIAQUÍ;1
4;05021;ALEJANDRÍA;1
5;05030;AMAGÁ;1
6;05031;AMALFI;1
7;05034;ANDES;1
8;05036;ANGELÓPOLIS;1
9;05038;ANGOSTURA;1
10;05040;ANORÍ;1
11;05042;SANTA FÉ DE ANTIOQUIA;1
12;05044;ANZÁ;1
13;05045;APARTADÓ;1
14;05051;ARBOLETES;1
15;05055;ARGELIA;1
16;05059;ARMENIA;1
17;05079;BARBOSA;1
18;05086;BELMIRA;1
19;05088;BELLO;1
20;05091;BETANIA;1
21;05093;BETULIA;1
22;05101;CIUDAD BOLÍVAR;1
23;05107;BRICEÑO;1
24;05113;BURITICÁ;1
25;05120;CÁCERES;1
26;05125;CAICEDO;1
27;05129;CALDAS;1
28;05134;CAMPAMENTO;1
29;05138;CAÑASGORDAS;1
30;05142;CARACOLÍ;1
31;05145;CARAMANTA;1
32;05147;CAREPA;1
33;05148;EL CARMEN DE VIBORAL;1
34;05150;CAROLINA;1
35;05154;CAUCASIA;1
36;05172;CHIGORODÓ;1
37;05190;CISNEROS;1
38;05197;COCORNÁ;1
39;05206;CONCEPCIÓN;1
40;05209;CONCORDIA;1
41;05212;COPACABANA;1
42;05234;DABEIBA;1
43;05237;DONMATÍAS;1
44;05240;EBÉJICO;1
45;05250;EL BAGRE;1
46;05264;ENTRERRÍOS;1
47;05266;ENVIGADO;1
48;05282;FREDONIA;1
49;05284;FRONTINO;1
50;05306;GIRALDO;1
51;05308;GIRARDOTA;1
52;05310;GÓMEZ PLATA;1
53;05313;GRANADA;1
54;05315;GUADALUPE;1
55;05318;GUARNE;1
56;05321;GUATAPÉ;1
57;05347;HELICONIA;1
58;05353;HISPANIA;1
59;05360;ITAGÜÍ;1
60;05361;ITUANGO;1
61;05364;JARDÍN;1
62;05368;JERICÓ;1
63;05376;LA CEJA;1
64;05380;LA ESTRELLA;1
65;05390;LA PINTADA;1
66;05400;LA UNIÓN;1
67;05411;LIBORINA;1
68;05425;MACEO;1
69;05440;MARINILLA;1
70;05467;MONTEBELLO;1
71;05475;MURINDÓ;1
72;05480;MUTATÁ;1
73;05483;NARIÑO;1
74;05490;NECOCLÍ;1
75;05495;NECHÍ;1
76;05501;OLAYA;1
77;05541;PEÑOL;1
78;05543;PEQUE;1
79;05576;PUEBLORRICO;1
80;05579;PUERTO BERRÍO;1
81;05585;PUERTO NARE;1
82;05591;PUERTO TRIUNFO;1
83;05604;REMEDIOS;1
84;05607;RETIRO;1
85;05615;RIONEGRO;1
86;05628;SABANALARGA;1
87;05631;SABANETA;1
88;05642;SALGAR;1
89;05647;SAN ANDRÉS DE CUERQUÍA;1
90;05649;SAN CARLOS;1
91;05652;SAN FRANCISCO;1
92;05656;SAN JERÓNIMO;1
93;05658;SAN JOSÉ DE LA MONTAÑA;1
94;05659;SAN JUAN DE URABÁ;1
95;05660;SAN LUIS;1
96;05664;SAN PEDRO DE LOS MILAGROS;1
97;05665;SAN PEDRO DE URABÁ;1
98;05667;SAN RAFAEL;1
99;05670;SAN ROQUE;1
100;05674;SAN VICENTE FERRER;1
101;05679;SANTA BÁRBARA;1
102;05686;SANTA ROSA DE OSOS;1
103;05690;SANTO DOMINGO;1
104;05697;EL SANTUARIO;1
105;05736;SEGOVIA;1
106;05756;SONSÓN;1
107;05761;SOPETRÁN;1
108;05789;TÁMESIS;1
109;05790;TARAZÁ;1
110;05792;TARSO;1
111;05809;TITIRIBÍ;1
112;05819;TOLEDO;1
113;05837;TURBO;1
114;05842;URAMITA;1
115;05847;URRAO;1
116;05854;VALDIVIA;1
117;05856;VALPARAÍSO;1
118;05858;VEGACHÍ;1
119;05861;VENECIA;1
120;05873;VIGÍA DEL FUERTE;1
121;05885;YALÍ;1
122;05887;YARUMAL;1
123;05890;YOLOMBÓ;1
124;05893;YONDÓ;1
125;05895;ZARAGOZA;1
126;08001;BARRANQUILLA;2
127;08078;BARANOA;2
128;08137;CAMPO DE LA CRUZ;2
129;08141;CANDELARIA;2
130;08296;GALAPA;2
131;08372;JUAN DE ACOSTA;2
132;08421;LURUACO;2
133;08433;MALAMBO;2
134;08436;MANATÍ;2
135;08520;PALMAR DE VARELA;2
136;08549;PIOJÓ;2
137;08558;POLONUEVO;2
138;08560;PONEDERA;2
139;08573;PUERTO COLOMBIA;2
140;08606;REPELÓN;2
141;08634;SABANAGRANDE;2
142;08638;SABANALARGA;2
143;08675;SANTA LUCÍA;2
144;08685;SANTO TOMÁS;2
145;08758;SOLEDAD;2
146;08770;SUAN;2
147;08832;TUBARÁ;2
148;08849;USIACURÍ;2
149;11001;BOGOTÁ, D.C.;3
150;13001;CARTAGENA DE INDIAS;4
151;13006;ACHÍ;4
152;13030;ALTOS DEL ROSARIO;4
153;13042;ARENAL;4
154;13052;ARJONA;4
155;13062;ARROYOHONDO;4
156;13074;BARRANCO DE LOBA;4
157;13140;CALAMAR;4
158;13160;CANTAGALLO;4
159;13188;CICUCO;4
160;13212;CÓRDOBA;4
161;13222;CLEMENCIA;4
162;13244;EL CARMEN DE BOLÍVAR;4
163;13248;EL GUAMO;4
164;13268;EL PEÑÓN;4
165;13300;HATILLO DE LOBA;4
166;13430;MAGANGUÉ;4
167;13433;MAHATES;4
168;13440;MARGARITA;4
169;13442;MARÍA LA BAJA;4
170;13458;MONTECRISTO;4
171;13468;SANTA CRUZ DE MOMPOX;4
172;13473;MORALES;4
173;13490;NOROSÍ;4
174;13549;PINILLOS;4
175;13580;REGIDOR;4
176;13600;RÍO VIEJO;4
177;13620;SAN CRISTÓBAL;4
178;13647;SAN ESTANISLAO;4
179;13650;SAN FERNANDO;4
180;13654;SAN JACINTO;4
181;13655;SAN JACINTO DEL CAUCA;4
182;13657;SAN JUAN NEPOMUCENO;4
183;13667;SAN MARTÍN DE LOBA;4
184;13670;SAN PABLO;4
185;13673;SANTA CATALINA;4
186;13683;SANTA ROSA;4
187;13688;SANTA ROSA DEL SUR;4
188;13744;SIMITÍ;4
189;13760;SOPLAVIENTO;4
190;13780;TALAIGUA NUEVO;4
191;13810;TIQUISIO;4
192;13836;TURBACO;4
193;13838;TURBANA;4
194;13873;VILLANUEVA;4
195;13894;ZAMBRANO;4
196;15001;TUNJA;5
197;15022;ALMEIDA;5
198;15047;AQUITANIA;5
199;15051;ARCABUCO;5
200;15087;BELÉN;5
201;15090;BERBEO;5
202;15092;BETÉITIVA;5
203;15097;BOAVITA;5
204;15104;BOYACÁ;5
205;15106;BRICEÑO;5
206;15109;BUENAVISTA;5
207;15114;BUSBANZÁ;5
208;15131;CALDAS;5
209;15135;CAMPOHERMOSO;5
210;15162;CERINZA;5
211;15172;CHINAVITA;5
212;15176;CHIQUINQUIRÁ;5
213;15180;CHISCAS;5
214;15183;CHITA;5
215;15185;CHITARAQUE;5
216;15187;CHIVATÁ;5
217;15189;CIÉNEGA;5
218;15204;CÓMBITA;5
219;15212;COPER;5
220;15215;CORRALES;5
221;15218;COVARACHÍA;5
222;15223;CUBARÁ;5
223;15224;CUCAITA;5
224;15226;CUÍTIVA;5
225;15232;CHÍQUIZA;5
226;15236;CHIVOR;5
227;15238;DUITAMA;5
228;15244;EL COCUY;5
229;15248;EL ESPINO;5
230;15272;FIRAVITOBA;5
231;15276;FLORESTA;5
232;15293;GACHANTIVÁ;5
233;15296;GÁMEZA;5
234;15299;GARAGOA;5
235;15317;GUACAMAYAS;5
236;15322;GUATEQUE;5
237;15325;GUAYATÁ;5
238;15332;GÜICÁN DE LA SIERRA;5
239;15362;IZA;5
240;15367;JENESANO;5
241;15368;JERICÓ;5
242;15377;LABRANZAGRANDE;5
243;15380;LA CAPILLA;5
244;15401;LA VICTORIA;5
245;15403;LA UVITA;5
246;15407;VILLA DE LEYVA;5
247;15425;MACANAL;5
248;15442;MARIPÍ;5
249;15455;MIRAFLORES;5
250;15464;MONGUA;5
251;15466;MONGUÍ;5
252;15469;MONIQUIRÁ;5
253;15476;MOTAVITA;5
254;15480;MUZO;5
255;15491;NOBSA;5
256;15494;NUEVO COLÓN;5
257;15500;OICATÁ;5
258;15507;OTANCHE;5
259;15511;PACHAVITA;5
260;15514;PÁEZ;5
261;15516;PAIPA;5
262;15518;PAJARITO;5
263;15522;PANQUEBA;5
264;15531;PAUNA;5
265;15533;PAYA;5
266;15537;PAZ DE RÍO;5
267;15542;PESCA;5
268;15550;PISBA;5
269;15572;PUERTO BOYACÁ;5
270;15580;QUÍPAMA;5
271;15599;RAMIRIQUÍ;5
272;15600;RÁQUIRA;5
273;15621;RONDÓN;5
274;15632;SABOYÁ;5
275;15638;SÁCHICA;5
276;15646;SAMACÁ;5
277;15660;SAN EDUARDO;5
278;15664;SAN JOSÉ DE PARE;5
279;15667;SAN LUIS DE GACENO;5
280;15673;SAN MATEO;5
281;15676;SAN MIGUEL DE SEMA;5
282;15681;SAN PABLO DE BORBUR;5
283;15686;SANTANA;5
284;15690;SANTA MARÍA;5
285;15693;SANTA ROSA DE VITERBO;5
286;15696;SANTA SOFÍA;5
287;15720;SATIVANORTE;5
288;15723;SATIVASUR;5
289;15740;SIACHOQUE;5
290;15753;SOATÁ;5
291;15755;SOCOTÁ;5
292;15757;SOCHA;5
293;15759;SOGAMOSO;5
294;15761;SOMONDOCO;5
295;15762;SORA;5
296;15763;SOTAQUIRÁ;5
297;15764;SORACÁ;5
298;15774;SUSACÓN;5
299;15776;SUTAMARCHÁN;5
300;15778;SUTATENZA;5
301;15790;TASCO;5
302;15798;TENZA;5
303;15804;TIBANÁ;5
304;15806;TIBASOSA;5
305;15808;TINJACÁ;5
306;15810;TIPACOQUE;5
307;15814;TOCA;5
308;15816;TOGÜÍ;5
309;15820;TÓPAGA;5
310;15822;TOTA;5
311;15832;TUNUNGUÁ;5
312;15835;TURMEQUÉ;5
313;15837;TUTA;5
314;15839;TUTAZÁ;5
315;15842;ÚMBITA;5
316;15861;VENTAQUEMADA;5
317;15879;VIRACACHÁ;5
318;15897;ZETAQUIRA;5
319;17001;MANIZALES;6
320;17013;AGUADAS;6
321;17042;ANSERMA;6
322;17050;ARANZAZU;6
323;17088;BELALCÁZAR;6
324;17174;CHINCHINÁ;6
325;17272;FILADELFIA;6
326;17380;LA DORADA;6
327;17388;LA MERCED;6
328;17433;MANZANARES;6
329;17442;MARMATO;6
330;17444;MARQUETALIA;6
331;17446;MARULANDA;6
332;17486;NEIRA;6
333;17495;NORCASIA;6
334;17513;PÁCORA;6
335;17524;PALESTINA;6
336;17541;PENSILVANIA;6
337;17614;RIOSUCIO;6
338;17616;RISARALDA;6
339;17653;SALAMINA;6
340;17662;SAMANÁ;6
341;17665;SAN JOSÉ;6
342;17777;SUPÍA;6
343;17867;VICTORIA;6
344;17873;VILLAMARÍA;6
345;17877;VITERBO;6
346;18001;FLORENCIA;7
347;18029;ALBANIA;7
348;18094;BELÉN DE LOS ANDAQUÍES;7
349;18150;CARTAGENA DEL CHAIRÁ;7
350;18205;CURILLO;7
351;18247;EL DONCELLO;7
352;18256;EL PAUJÍL;7
353;18410;LA MONTAÑITA;7
354;18460;MILÁN;7
355;18479;MORELIA;7
356;18592;PUERTO RICO;7
357;18610;SAN JOSÉ DEL FRAGUA;7
358;18753;SAN VICENTE DEL CAGUÁN;7
359;18756;SOLANO;7
360;18785;SOLITA;7
361;18860;VALPARAÍSO;7
362;19001;POPAYÁN;8
363;19022;ALMAGUER;8
364;19050;ARGELIA;8
365;19075;BALBOA;8
366;19100;BOLÍVAR;8
367;19110;BUENOS AIRES;8
368;19130;CAJIBÍO;8
369;19137;CALDONO;8
370;19142;CALOTO;8
371;19212;CORINTO;8
372;19256;EL TAMBO;8
373;19290;FLORENCIA;8
374;19300;GUACHENÉ;8
375;19318;GUAPI;8
376;19355;INZÁ;8
377;19364;JAMBALÓ;8
378;19392;LA SIERRA;8
379;19397;LA VEGA;8
380;19418;LÓPEZ DE MICAY;8
381;19450;MERCADERES;8
382;19455;MIRANDA;8
383;19473;MORALES;8
384;19513;PADILLA;8
385;19517;PÁEZ;8
386;19532;PATÍA;8
387;19533;PIAMONTE;8
388;19548;PIENDAMÓ - TUNÍA;8
389;19573;PUERTO TEJADA;8
390;19585;PURACÉ;8
391;19622;ROSAS;8
392;19693;SAN SEBASTIÁN;8
393;19698;SANTANDER DE QUILICHAO;8
394;19701;SANTA ROSA;8
395;19743;SILVIA;8
396;19760;SOTARÁ PAISPAMBA;8
397;19780;SUÁREZ;8
398;19785;SUCRE;8
399;19807;TIMBÍO;8
400;19809;TIMBIQUÍ;8
401;19821;TORIBÍO;8
402;19824;TOTORÓ;8
403;19845;VILLA RICA;8
404;20001;VALLEDUPAR;9
405;20011;AGUACHICA;9
406;20013;AGUSTÍN CODAZZI;9
407;20032;ASTREA;9
408;20045;BECERRIL;9
409;20060;BOSCONIA;9
410;20175;CHIMICHAGUA;9
411;20178;CHIRIGUANÁ;9
412;20228;CURUMANÍ;9
413;20238;EL COPEY;9
414;20250;EL PASO;9
415;20295;GAMARRA;9
416;20310;GONZÁLEZ;9
417;20383;LA GLORIA;9
418;20400;LA JAGUA DE IBIRICO;9
419;20443;MANAURE BALCÓN DEL CESAR;9
420;20517;PAILITAS;9
421;20550;PELAYA;9
422;20570;PUEBLO BELLO;9
423;20614;RÍO DE ORO;9
424;20621;LA PAZ;9
425;20710;SAN ALBERTO;9
426;20750;SAN DIEGO;9
427;20770;SAN MARTÍN;9
428;20787;TAMALAMEQUE;9
429;23001;MONTERÍA;10
430;23068;AYAPEL;10
431;23079;BUENAVISTA;10
432;23090;CANALETE;10
433;23162;CERETÉ;10
434;23168;CHIMÁ;10
435;23182;CHINÚ;10
436;23189;CIÉNAGA DE ORO;10
437;23300;COTORRA;10
438;23350;LA APARTADA;10
439;23417;LORICA;10
440;23419;LOS CÓRDOBAS;10
441;23464;MOMIL;10
442;23466;MONTELÍBANO;10
443;23500;MOÑITOS;10
444;23555;PLANETA RICA;10
445;23570;PUEBLO NUEVO;10
446;23574;PUERTO ESCONDIDO;10
447;23580;PUERTO LIBERTADOR;10
448;23586;PURÍSIMA DE LA CONCEPCIÓN;10
449;23660;SAHAGÚN;10
450;23670;SAN ANDRÉS DE SOTAVENTO;10
451;23672;SAN ANTERO;10
452;23675;SAN BERNARDO DEL VIENTO;10
453;23678;SAN CARLOS;10
454;23682;SAN JOSÉ DE URÉ;10
455;23686;SAN PELAYO;10
456;23807;TIERRALTA;10
457;23815;TUCHÍN;10
458;23855;VALENCIA;10
459;25001;AGUA DE DIOS;11
460;25019;ALBÁN;11
461;25035;ANAPOIMA;11
462;25040;ANOLAIMA;11
